year,date,chair,workshop_title
2025,Jul-25,Yishan Du,Analyzing LLM’s Behavior and Semantic Bias via Embedding-Based Similarity Metrics
2025,Jun-25,Kester Wong,Deploying BERT model and PrefixSpan + Logistic Regression
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
